Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides QC_Shew_16_01	Razor + unique peptides QC_Shew_16_01	Unique peptides QC_Shew_16_01	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Sequence coverage QC_Shew_16_01 [%]	Intensity	Intensity QC_Shew_16_01	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
SO_1797	SO_1797	4	4	4	SO_1797	1	4	4	4	4	4	4	43.3	43.3	43.3	9.4457	90	90	0	56.871	43.3	2232100	2232100	32				317	64;154;403;473	True;True;True;True	64;158;423;498	92;209;210;211;212;213;214;637;794;795	157;326;327;328;329;330;331;332;333;334;335;336;1235;1236;1464;1465;1466;1467;1468;1469;1470;1471;1472;1473;1474;1475;1476;1477;1478;1479;1480;1481	157;332;1235;1465			-1
SO_1800	SO_1800	1	1	1	SO_1800	1	1	1	1	1	1	1	4.8	4.8	4.8	43.911	400	400	0	9.7993	4.8	293780	293780	1				318	77	True	79	107	175	175			-1
SO_1810	SO_1810	1	1	1	SO_1810	1	1	1	1	1	1	1	1.4	1.4	1.4	54.486	485	485	0	7.6602	1.4	669430	669430	1				319	1140	True	1195	1810	3349	3349			-1
SO_1815	SO_1815	1	1	1	SO_1815	1	1	1	1	1	1	1	3.3	3.3	3.3	34.14	304	304	0	10.882	3.3	369230	369230	1				320	558	True	585	926	1700	1700			-1
SO_1816	SO_1816	1	1	1	SO_1816	1	1	1	1	1	1	1	4.4	4.4	4.4	24.378	226	226	0	15.269	4.4	12713000	12713000	16				321	645	True	678	1057;1058;1059;1060;1061	1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976	1975			-1
SO_1825	SO_1825	1	1	1	SO_1825	1	1	1	1	1	1	1	4.4	4.4	4.4	48.77	451	451	0	13.364	4.4	332950	332950	1				322	407	True	427	690	1309	1309			-1
SO_1829	SO_1829	1	1	1	SO_1829	1	1	1	1	1	1	1	2.2	2.2	2.2	46.436	415	415	0	6.252	2.2	4683900	4683900	2				323	804	True	842	1288;1289	2328;2329	2329			-1
SO_1839	SO_1839	1	1	1	SO_1839	1	1	1	1	1	1	1	4	4	4	31.688	275	275	0	7.2116	4	196060	196060	1				324	1268	True	1326	2007	3703	3703			-1
SO_1844	SO_1844	1	1	1	SO_1844	1	1	1	1	1	1	1	0.9	0.9	0.9	100.95	948	948	0	8.2599	0.9	2548000	2548000	2				325	606	True	636	997;998	1828;1829	1829			-1
SO_1857	SO_1857	1	1	1	SO_1857	1	1	1	1	1	1	1	4.9	4.9	4.9	64.246	577	577	0	9.8914	4.9	557380	557380	2				326	852	True	893	1378	2614;2615	2614			-1
SO_1861	SO_1861	1	1	1	SO_1861	1	1	1	1	1	1	1	2.3	2.3	2.3	68.866	609	609	0	6.745	2.3	0	0	1				327	273	True	282	394	719	719			-1
SO_1878	SO_1878	2	2	2	SO_1878	1	2	2	2	2	2	2	10.9	10.9	10.9	20.649	183	183	0	19.201	10.9	1174900	1174900	4				328	864;1205	True;True	907;1262	1395;1905	2644;2645;3518;3519	2644;3518			-1
SO_1879	SO_1879	2	2	2	SO_1879	1	2	2	2	2	2	2	8.8	8.8	8.8	30.944	294	294	0	16.937	8.8	7819800	7819800	6				329	308;1252	True;True	323;1309	460;1986	839;840;841;3667;3668;3669	840;3668			-1
SO_1894	SO_1894	1	1	1	SO_1894	1	1	1	1	1	1	1	3.3	3.3	3.3	75.656	694	694	0.0065617	5.5129	3.3	211800	211800	1				330	508	True	534	845	1562	1562			-1
SO_1899	SO_1899	2	2	2	SO_1899	1	2	2	2	2	2	2	5.3	5.3	5.3	63.496	561	561	0	13.103	5.3	852700	852700	2				331	973;1397	True;True	1017;1458	1556;2203	2939;4029	2939;4029			-1
SO_1902	SO_1902	3	3	3	SO_1902	1	3	3	3	3	3	3	9.8	9.8	9.8	54.989	508	508	0	41.147	9.8	8008100	8008100	6				332	182;1129;1349	True;True;True	188;1183;1409	258;1796;2131;2132	413;414;3328;3329;3917;3918	414;3328;3918			-1
SO_1926	SO_1926	7	7	7	SO_1926	1	7	7	7	7	7	7	15	15	15	48.08	428	428	0	64.154	15	67285000	67285000	37				333	46;583;749;819;940;1223;1385	True;True;True;True;True;True;True	46;610;784;785;857;983;1280;1446	63;64;957;1200;1201;1202;1308;1505;1941;1942;2190	112;113;114;115;116;117;118;1760;1761;1762;1763;1764;1765;1766;1767;2184;2185;2186;2187;2188;2189;2190;2354;2854;3589;3590;3591;3592;3593;3594;3595;3596;3597;3598;3599;3600;3601;4007	114;1763;2190;2354;2854;3596;4007	29	302	-1
SO_1928	SO_1928	2	2	2	SO_1928	1	2	2	2	2	2	2	3.2	3.2	3.2	64.228	588	588	0	20.644	3.2	38868000	38868000	6				334	486;987	True;True	512;1031	813;814;1571	1506;1507;1508;1509;1510;2965	1510;2965			-1
SO_1929	SO_1929	1	1	1	SO_1929	1	1	1	1	1	1	1	3.8	3.8	3.8	26.623	235	235	0	6.2823	3.8	577110	577110	4				335	837	True	875	1331	2389;2390;2391;2392	2390			-1
SO_1930	SO_1930	7	7	7	SO_1930	1	7	7	7	7	7	7	7.6	7.6	7.6	104.86	939	939	0	45.623	7.6	41428000	41428000	23				336	271;329;830;970;1020;1045;1287	True;True;True;True;True;True;True	280;345;868;1014;1065;1094;1095;1346	391;505;506;1324;1553;1623;1624;1625;1626;1627;1680;1681;1682;1683;1684;2031	716;967;968;2382;2935;2936;3062;3063;3064;3065;3066;3067;3068;3069;3070;3071;3072;3138;3139;3140;3141;3142;3143;3144;3145;3733	716;967;2382;2936;3062;3143;3733	30	783	-1
SO_1931	SO_1931	2	2	2	SO_1931	1	2	2	2	2	2	2	4.6	4.6	4.6	42.831	395	395	0	14.897	4.6	2102500	2102500	2				337	695;1270	True;True	730;1328	1130;2009	2093;3705	2093;3705			-1
SO_1932	SO_1932	1	1	1	SO_1932	1	1	1	1	1	1	1	3.1	3.1	3.1	41.361	388	388	0	8.0766	3.1	0	0	2				338	120	True	123	163;164	268;269	268			-1
SO_1933	SO_1933	2	2	2	SO_1933	1	2	2	2	2	2	2	9.7	9.7	9.7	29.707	290	290	0	16.192	9.7	9706000	9706000	4				339	35;295	True;True	35;310	47;431	83;84;786;787	83;787			-1
SO_1946	SO_1946	1	1	1	SO_1946	1	1	1	1	1	1	1	7.1	7.1	7.1	25.047	224	224	0	6.7832	7.1	1029000	1029000	2				340	1059	True	1109	1706	3188;3189	3188			-1
SO_1957	SO_1957	1	1	1	SO_1957	1	1	1	1	1	1	1	3.1	3.1	3.1	42.449	386	386	0	6.1438	3.1	365750	365750	1				341	718	True	753	1157	2128	2128			-1
SO_1966	SO_1966	2	2	2	SO_1966	1	2	2	2	2	2	2	8	8	8	28.214	264	264	0	17.757	8	6350800	6350800	3				342	270;748	True;True	279;783	389;390;1199	713;714;715;2183	715;2183			-1
SO_1999	SO_1999	1	1	1	SO_1999	1	1	1	1	1	1	1	9	9	9	23.911	221	221	0	13.859	9	375690	375690	1				343	195	True	202	289	522	522			-1
SO_2016	SO_2016	3	3	3	SO_2016	1	3	3	3	3	3	3	5.3	5.3	5.3	71.766	637	637	0	23.871	5.3	7679800	7679800	4				344	665;935;952	True;True;True	700;978;995	1089;1498;1528	2036;2846;2847;2890	2036;2847;2890			-1
SO_2017	SO_2017	1	1	1	SO_2017	1	1	1	1	1	1	1	7.3	7.3	7.3	31.778	287	287	0	18.847	7.3	1733800	1733800	2				345	966	True	1009	1545	2911;2912	2911			-1
SO_2018	SO_2018	3	3	3	SO_2018	1	3	3	3	3	3	3	20.6	20.6	20.6	23.093	214	214	0	19.22	20.6	4133900	4133900	7				346	1230;1231;1331	True;True;True	1287;1288;1390	1950;1951;2100	3613;3614;3615;3616;3617;3618;3853	3613;3616;3853			-1
SO_2021	SO_2021	1	1	1	SO_2021	1	1	1	1	1	1	1	2.5	2.5	2.5	30.363	276	276	0	6.7198	2.5	151270	151270	1				347	834	True	872	1328	2386	2386	31	1	-1
SO_2042	SO_2042	1	1	1	SO_2042	1	1	1	1	1	1	1	2.9	2.9	2.9	38.996	344	344	0	6.5979	2.9	1023300	1023300	1				348	810	True	848	1297	2340	2340			-1
SO_2055	SO_2055	2	1	1	SO_2055	1	2	1	1	2	1	1	5	2.5	2.5	31.303	279	279	0	6.1972	5	3169900	3169900	2				349	192;1100	True;False	199;1154	286;1762	518;519;3271;3272	518;3271			-1
SO_2062	SO_2062	1	1	1	SO_2062	1	1	1	1	1	1	1	7.8	7.8	7.8	12.714	116	116	0	8.2335	7.8	744480	744480	3				350	36	True	36	48;49	85;86;87	85			-1
SO_2067	SO_2067	1	1	1	SO_2067	1	1	1	1	1	1	1	6.2	6.2	6.2	23.166	211	211	0	9.0697	6.2	654800	654800	1				351	815	True	853	1304	2349	2349			-1
SO_2072	SO_2072	1	1	1	SO_2072	1	1	1	1	1	1	1	5.4	5.4	5.4	42.349	391	391	0.0090439	5.4731	5.4	264220	264220	1				352	230	True	238	328	599	599			-1
SO_2073	SO_2073	1	1	1	SO_2073	1	1	1	1	1	1	1	5	5	5	46.296	438	438	0	10.014	5	1289000	1289000	2				353	306	True	321	457	835;836	835			-1
SO_2086	SO_2086	3	3	3	SO_2086	1	3	3	3	3	3	3	6.2	6.2	6.2	86.573	795	795	0	48.161	6.2	715970	715970	4				354	647;792;862	True;True;True	680;830;905	1064;1275;1276;1393	1981;2313;2314;2641	1981;2313;2641			-1
SO_2087	SO_2087	1	1	1	SO_2087	1	1	1	1	1	1	1	9.2	9.2	9.2	10.976	98	98	0	6.3734	9.2	87240000	87240000	2				355	1325	True	1384	2094	3845;3846	3845			-1
SO_2094	SO_2094	1	1	1	SO_2094	1	1	1	1	1	1	1	1.1	1.1	1.1	91.292	835	835	0.0053908	5.6535	1.1	402530	402530	1				356	483	True	509	808	1497	1497			-1
SO_2100	SO_2100	1	1	1	SO_2100	1	1	1	1	1	1	1	7.7	7.7	7.7	17.635	155	155	0	12.029	7.7	1282900	1282900	1				357	623	True	655	1029	1896	1896			-1
SO_2107	SO_2107	2	2	2	SO_2107	1	2	2	2	2	2	2	4.6	4.6	4.6	60.667	544	544	0	13.12	4.6	1376700	1376700	3				358	69;253	True;True	69;262	97;363;364	162;648;649	162;649			-1
SO_2112	SO_2112	2	2	2	SO_2112	1	2	2	2	2	2	2	25.3	25.3	25.3	10.503	95	95	0	13.227	25.3	1907900	1907900	11				359	360;1160	True;True	378;1215	576;577;578;579;580;1834	1116;1117;1118;1119;1120;1121;1122;1123;1124;1125;3383	1116;3383			-1
SO_2116	SO_2116	1	1	1	SO_2116	1	1	1	1	1	1	1	1	1	1	97.936	903	903	0	10.31	1	1111800	1111800	1				360	562	True	589	930;931	1707;1708	1707			-1
SO_2123	SO_2123	1	1	1	SO_2123	1	1	1	1	1	1	1	1.5	1.5	1.5	71.992	654	654	0	6.8054	1.5	413350	413350	1				361	612	True	643	1013	1855	1855			-1
SO_2153	SO_2153	1	1	1	SO_2153	1	1	1	1	1	1	1	5.6	5.6	5.6	33.307	303	303	0.0013605	5.7509	5.6	616290	616290	2				362	1217	True	1274	1920	3548;3549	3548			-1
SO_2180	SO_2180	1	1	1	SO_2180	1	1	1	1	1	1	1	7	7	7	30.781	286	286	0	6.8983	7	567200	567200	2				363	337	True	353	515	989;990	989			-1
SO_2185	SO_2185	1	1	1	SO_2185	1	1	1	1	1	1	1	1.4	1.4	1.4	57.72	518	518	0	6.1447	1.4	341260	341260	1				364	546	True	573	913	1682	1682			-1
SO_2191	SO_2191	1	1	1	SO_2191	1	1	1	1	1	1	1	2	2	2	44.189	399	399	0	7.6379	2	1770900	1770900	2				365	72	True	72	100	165;166	166			-1
SO_2197	SO_2197	1	1	1	SO_2197	1	1	1	1	1	1	1	2.3	2.3	2.3	38.61	341	341	0	7.5057	2.3	287860	287860	1				366	505	True	531	842	1559	1559			-1
SO_2198	SO_2198	1	1	1	SO_2198	1	1	1	1	1	1	1	2.3	2.3	2.3	58.363	533	533	0	6.9397	2.3	967620	967620	1				367	1242	True	1299	1962	3630	3630			-1
SO_2213	SO_2213	1	1	1	SO_2213	1	1	1	1	1	1	1	1.9	1.9	1.9	61.942	540	540	0	6.0616	1.9	1011800	1011800	1				368	960	True	1003	1539	2901	2901			-1
SO_2218	SO_2218	1	1	1	SO_2218	1	1	1	1	1	1	1	3.2	3.2	3.2	52.189	466	466	0	8.9798	3.2	532350	532350	1				369	1366	True	1427	2166	3977	3977			-1
SO_2222	SO_2222	3	3	3	SO_2222	1	3	3	3	3	3	3	10.5	10.5	10.5	55.155	516	516	0	28.255	10.5	606390	606390	2				370	824;930;1146	True;True;True	862;973;1201	1317;1493;1818	2374;2838;3359	2374;2838;3359			-1
SO_2223	SO_2223	2	2	2	SO_2223	1	2	2	2	2	2	2	4.8	4.8	4.8	77.004	687	687	0	18.998	4.8	1537000	1537000	3				371	1301;1376	True;True	1360;1437	2056;2179;2180	3793;3991;3992	3793;3991			-1
SO_2228	SO_2228	1	1	1	SO_2228	1	1	1	1	1	1	1	5.1	5.1	5.1	15.249	138	138	0	5.9715	5.1	371550	371550	1				372	467	True	492	783	1445	1445			-1
SO_2244	SO_2244	1	1	1	SO_2244	1	1	1	1	1	1	1	2.3	2.3	2.3	37.565	346	346	0	6.3395	2.3	508950	508950	1				373	144	True	148	199	315	315			-1
SO_2250	SO_2250	1	1	1	SO_2250	1	1	1	1	1	1	1	6.1	6.1	6.1	37.193	342	342	0	7.7151	6.1	582690	582690	4				374	370	True	388	596	1170;1171;1172;1173	1170			-1
SO_2254	SO_2254	1	1	1	SO_2254	1	1	1	1	1	1	1	7.2	7.2	7.2	36.461	332	332	0	13.606	7.2	397400	397400	1				375	703	True	738	1139	2105	2105			-1
SO_2260	SO_2260	1	1	1	SO_2260	1	1	1	1	1	1	1	4.5	4.5	4.5	29.309	267	267	0	8.6747	4.5	2331000	2331000	3				376	1204	True	1261	1903;1904	3515;3516;3517	3515			-1
SO_2274	SO_2274	2	2	2	SO_2274	1	2	2	2	2	2	2	11.2	11.2	11.2	15.482	143	143	0	19.582	11.2	40176000	40176000	17				377	884;885	True;True	927;928	1417;1418;1419;1420	2675;2676;2677;2678;2679;2680;2681;2682;2683;2684;2685;2686;2687;2688;2689;2690;2691	2679;2686			-1
SO_2279	SO_2279	3	3	3	SO_2279	1	3	3	3	3	3	3	8.6	8.6	8.6	62.703	572	572	0	26.314	8.6	4197700	4197700	5				378	21;757;996	True;True;True	21;793;1040	30;1221;1582	55;2227;2228;2984;2985	55;2227;2984	32	242	-1
SO_2299	SO_2299	3	3	3	SO_2299	1	3	3	3	3	3	3	5.3	5.3	5.3	73.719	642	642	0	28.668	5.3	25165000	25165000	11				379	222;318;427	True;True;True	230;333;447	319;470;471;713;714	588;856;857;858;859;1342;1343;1344;1345;1346;1347	588;856;1345			-1
SO_2301	SO_2301	1	1	1	SO_2301	1	1	1	1	1	1	1	10.9	10.9	10.9	7.466	64	64	0	6.2112	10.9	2282200	2282200	6				380	1167	True	1222	1852;1853;1854;1855	3421;3422;3423;3424;3425;3426	3421			-1
SO_2302	SO_2302	2	2	2	SO_2302	1	2	2	2	2	2	2	22	22	22	13.567	118	118	0	17.728	22	23894000	23894000	14				381	196;441	True;True	203;464	290;738;739;740;741;742	523;524;525;526;527;1383;1384;1385;1386;1387;1388;1389;1390;1391	524;1385			-1
SO_2303	SO_2303	2	2	2	SO_2303	1	2	2	2	2	2	2	15.8	15.8	15.8	34.084	317	317	0	17.966	15.8	709720	709720	4				382	390;1235	True;True	409;1292	617;1955	1203;1204;1205;3623	1203;3623			-1
SO_2304	SO_2304	2	2	2	SO_2304	1	2	2	2	2	2	2	7.3	7.3	7.3	39.181	371	371	0	41.711	7.3	9526000	9526000	9				383	1029;1218	True;True	1075;1076;1275	1657;1658;1659;1660;1921	3105;3106;3107;3108;3109;3110;3111;3112;3550	3109;3550	33	209	-1
SO_2307	SO_2307	1	1	1	SO_2307	1	1	1	1	1	1	1	13.6	13.6	13.6	22.841	206	206	0	7.4993	13.6	756320	756320	1				384	1264	True	1321	2001	3697	3697			-1
SO_2328	SO_2328	2	2	2	SO_2328	1	2	2	2	2	2	2	22.6	22.6	22.6	20.619	186	186	0	23.752	22.6	7588300	7588300	39				385	1163;1292	True;True	1218;1351	1837;1838;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045	3386;3387;3388;3389;3390;3738;3739;3740;3741;3742;3743;3744;3745;3746;3747;3748;3749;3750;3751;3752;3753;3754;3755;3756;3757;3758;3759;3760;3761;3762;3763;3764;3765;3766;3767;3768;3769;3770;3771	3388;3744			-1
SO_2330	SO_2330	1	1	1	SO_2330	1	1	1	1	1	1	1	10.9	10.9	10.9	19.791	175	175	0	13.83	10.9	6902500	6902500	2				386	263	True	272	379	691;692	692			-1
SO_2335	SO_2335	1	1	1	SO_2335	1	1	1	1	1	1	1	7.1	7.1	7.1	20.503	183	183	0	28.605	7.1	313050	313050	1				387	205	True	212	300	538	538			-1
SO_2336	SO_2336	2	2	2	SO_2336	1	2	2	2	2	2	2	5.3	5.3	5.3	59.185	550	550	0	12.488	5.3	11437000	11437000	3				388	1312;1316	True;True	1371;1375	2079;2084	3820;3821;3832	3820;3832			-1
SO_2338	SO_2338	2	2	2	SO_2338	1	2	2	2	2	2	2	7.6	7.6	7.6	38.783	344	344	0	48.127	7.6	23053000	23053000	5				389	170;1196	True;True	175;1253	241;242;1893	377;378;379;380;3504	378;3504			-1
SO_2339	SO_2339	5	5	5	SO_2339	1	5	5	5	5	5	5	12.2	12.2	12.2	43.555	392	392	0	45.634	12.2	19920000	19920000	11				390	112;344;669;1114;1351	True;True;True;True;True	115;360;361;704;1168;1411	155;527;528;529;1100;1780;2134	260;1003;1004;1005;1006;2054;2055;3303;3304;3305;3922	260;1006;2054;3303;3922	34	241	-1
SO_2345	SO_2345	3	3	3	SO_2345	1	3	3	3	3	3	3	14.9	14.9	14.9	36.48	336	336	0	50.756	14.9	47942000	47942000	14				391	651;1180;1299	True;True;True	684;1236;1358	1068;1069;1874;2052;2053	1992;1993;1994;1995;1996;1997;3460;3461;3782;3783;3784;3785;3786;3787	1993;3460;3782			-1
SO_2347	SO_2347	1	1	1	SO_2347	1	1	1	1	1	1	1	4.8	4.8	4.8	52.288	477	477	0	13.518	4.8	652770	652770	7				392	908	True	951	1461;1462	2781;2782;2783;2784;2785;2786;2787	2787			-1
SO_2350	SO_2350	3	3	3	SO_2350	1	3	3	3	3	3	3	13.9	13.9	13.9	42.991	397	397	0	26.625	13.9	8795000	8795000	15				393	20;95;1191	True;True;True	20;98;1248	29;130;1888	53;54;216;217;218;219;220;221;3492;3493;3494;3495;3496;3497;3498	53;217;3494			-1
SO_2353	SO_2353	1	1	1	SO_2353	1	1	1	1	1	1	1	12.6	12.6	12.6	23.174	207	207	0	19.138	12.6	2291300	2291300	2				394	705	True	740	1141	2107;2108	2108			-1
SO_2363	SO_2363	2	2	2	SO_2363	1	2	2	2	2	2	2	15.4	15.4	15.4	23.43	208	208	0	14.907	15.4	1037600	1037600	2				395	1171;1384	True;True	1227;1445	1862;2189	3440;4006	3440;4006			-1
SO_2366	SO_2366	1	1	1	SO_2366	1	1	1	1	1	1	1	2.1	2.1	2.1	59.104	525	525	0	6.6754	2.1	329710	329710	1				396	565	True	592	934	1712	1712			-1
SO_2374	SO_2374	1	1	1	SO_2374	1	1	1	1	1	1	1	6	6	6	33.751	300	300	0	6.7919	6	449730	449730	1				397	155	True	159	215	337	337			-1
SO_2397	SO_2397	1	1	1	SO_2397	1	1	1	1	1	1	1	6.9	6.9	6.9	28.38	275	275	0	9.8275	6.9	231570	231570	1				398	682	True	717	1117	2078	2078			-1
SO_2401	SO_2401	2	2	2	SO_2401	1	2	2	2	2	2	2	30.5	30.5	30.5	10.648	95	95	0	16.149	30.5	39804000	39804000	16				399	163;257	True;True	167;266	231;232;371;372	366;367;667;668;669;670;671;672;673;674;675;676;677;678;679;680	366;675			-1
SO_2402	SO_2402	9	9	9	SO_2402	1	9	9	9	9	9	9	18.6	18.6	18.6	61.261	555	555	0	116.69	18.6	22073000	22073000	21				400	349;522;535;863;904;1015;1088;1172;1215	True;True;True;True;True;True;True;True;True	367;548;562;906;947;1060;1140;1228;1272	544;545;546;874;897;898;1394;1456;1457;1618;1742;1863;1918	1030;1031;1032;1608;1609;1610;1611;1661;1662;1663;1664;2642;2643;2773;2774;3055;3243;3441;3544;3545;3546	1032;1609;1661;2642;2773;3055;3243;3441;3546			-1
SO_2406	SO_2406	3	3	3	SO_2406	1	3	3	3	3	3	3	15.2	15.2	15.2	43.349	396	396	0	18.807	15.2	1113900	1113900	3				401	723;826;1332	True;True;True	758;864;1391	1164;1319;1320;2101	2135;2376;2377;3854	2135;2377;3854			-1
SO_2410	SO_2410	1	1	1	SO_2410	1	1	1	1	1	1	1	6.8	6.8	6.8	39.964	365	365	0	23.846	6.8	0	0	1				402	113	True	116	156	261	261			-1
SO_2411	SO_2411	4	4	4	SO_2411	1	4	4	4	4	4	4	3.7	3.7	3.7	101.69	919	919	0	39.049	3.7	8583400	8583400	10				403	348;630;875;1072	True;True;True;True	365;366;663;918;1122	542;543;1039;1040;1407;1722	1027;1028;1029;1913;1914;1915;1916;1917;2662;3218	1029;1916;2662;3218	35	738	-1
SO_2415	SO_2415	4	4	4	SO_2415	1	4	4	4	4	4	4	5.5	5.5	5.5	85.711	762	762	0	60.359	5.5	11269000	11269000	8				404	7;664;1198;1202	True;True;True;True	7;698;699;1255;1259	7;1086;1087;1088;1895;1900;1901	9;2032;2033;2034;2035;3506;3512;3513	9;2033;3506;3513	36	711	-1
SO_2416	SO_2416	1	1	1	SO_2416	1	1	1	1	1	1	1	1.9	1.9	1.9	43.551	376	376	0	6.3399	1.9	2320400	2320400	1				405	1159	True	1214	1833	3382	3382			-1
SO_2421	SO_2421	1	1	1	SO_2421	1	1	1	1	1	1	1	2.1	2.1	2.1	36.398	337	337	0	7.3711	2.1	1186900	1186900	1				406	715	True	750	1154	2125	2125			-1
SO_2427	SO_2427	2	2	2	SO_2427	1	2	2	2	2	2	2	2	2	2	91.957	853	853	0	11.262	2	20336000	20336000	3				407	325;1201	True;True	341;1258	500;1899	959;960;3511	959;3511			-1
SO_2433	SO_2433	3	3	3	SO_2433	1	3	3	3	3	3	3	6.3	6.3	6.3	66.075	591	591	0	18.923	6.3	5158200	5158200	4				408	462;1060;1227	True;True;True	487;1110;1284	774;775;1707;1947	1431;1432;3190;3610	1431;3190;3610			-1
SO_2436	SO_2436	4	4	4	SO_2436	1	4	4	4	4	4	4	10.3	10.3	10.3	37.833	330	330	0	34.85	10.3	16655000	16655000	10				409	692;844;984;1061	True;True;True;True	727;884;1028;1111	1127;1347;1568;1708;1709;1710	2090;2438;2960;2961;3191;3192;3193;3194;3195;3196	2090;2438;2961;3192			-1
SO_2444	SO_2444	2	2	2	SO_2444	1	2	2	2	2	2	2	4.6	4.6	4.6	56.017	525	525	0	13.058	4.6	6896000	6896000	4				410	202;303	True;True	209;318	297;452;453	535;816;817;818	535;816			-1
SO_2445	SO_2445	2	2	2	SO_2445	1	2	2	2	2	2	2	2.2	2.2	2.2	79.5	721	721	0	15.343	2.2	4527400	4527400	3				411	1085;1310	True;True	1137;1369	1738;2076;2077	3239;3816;3817	3239;3816			-1
SO_2477	SO_2477	1	1	1	SO_2477	1	1	1	1	1	1	1	6.2	6.2	6.2	39.435	356	356	0	18.823	6.2	8029000	8029000	5				412	121	True	124;125	165;166;167;168	270;271;272;273;274	273	37;38	112;121	-1
SO_2478	SO_2478	1	1	1	SO_2478	1	1	1	1	1	1	1	5.3	5.3	5.3	27.527	245	245	0	15.873	5.3	590780	590780	1				413	993	True	1037	1578	2980	2980			-1
SO_2483	SO_2483	1	1	1	SO_2483	1	1	1	1	1	1	1	2.7	2.7	2.7	45.382	404	404	0	8.9509	2.7	305460	305460	1				414	422	True	442	707	1334	1334			-1
SO_2485	SO_2485	2	2	2	SO_2485	1	2	2	2	2	2	2	3.6	3.6	3.6	50.619	441	441	0	12.849	3.6	6834900	6834900	4				415	445;1068	True;True	469;1118	749;750;1717	1398;1399;1400;3204	1398;3204			-1
SO_2486	SO_2486	1	1	1	SO_2486	1	1	1	1	1	1	1	9.4	9.4	9.4	22.286	213	213	0	9.4341	9.4	1373600	1373600	6				416	1137	True	1192	1806;1807	3341;3342;3343;3344;3345;3346	3346			-1
SO_2487	SO_2487	2	2	2	SO_2487	1	2	2	2	2	2	2	6.1	6.1	6.1	64.608	608	608	0	17.824	6.1	3498700	3498700	4				417	92;471	True;True	95;496	125;791;792	208;209;1460;1461	209;1460			-1
SO_2489	SO_2489	1	1	1	SO_2489	1	1	1	1	1	1	1	1.6	1.6	1.6	55.85	490	490	0	9.843	1.6	857640	857640	4				418	906	True	949	1459	2776;2777;2778;2779	2777			-1
SO_2490	SO_2490	1	1	1	SO_2490	1	1	1	1	1	1	1	2.5	2.5	2.5	31.389	284	284	0	7.6602	2.5	1450600	1450600	1				419	1130	True	1184	1797	3330	3330			-1
SO_2491	SO_2491	2	2	2	SO_2491	1	2	2	2	2	2	2	6.1	6.1	6.1	51.185	479	479	0	20.66	6.1	13546000	13546000	6				420	1008;1192	True;True	1053;1249	1606;1607;1889	3032;3033;3034;3035;3036;3499	3032;3499			-1
SO_2492	SO_2492	1	1	1	SO_2492	1	1	1	1	1	1	1	1.8	1.8	1.8	83.426	759	759	0	22.626	1.8	802310	802310	2				421	870	True	913	1401;1402	2652;2653	2653			-1
SO_2499	SO_2499	1	1	1	SO_2499	1	1	1	1	1	1	1	18.9	18.9	18.9	10.223	95	95	0	9.4855	18.9	384710	384710	1				422	227	True	235	324	593	593			-1
SO_2501	SO_2501	1	1	1	SO_2501	1	1	1	1	1	1	1	7.2	7.2	7.2	24.76	222	222	0	9.1086	7.2	417570	417570	1				423	1337	True	1396	2106	3862	3862			-1
SO_2503	SO_2503	1	1	1	SO_2503	1	1	1	1	1	1	1	5.5	5.5	5.5	26.176	238	238	0.0053476	5.628	5.5	180260	180260	1				424	567	True	594	936	1714	1714			-1
SO_2533	SO_2533	1	1	1	SO_2533	1	1	1	1	1	1	1	3	3	3	30.344	266	266	0	9.9279	3	4967100	4967100	3				425	101	True	104	141;142	240;241;242	242			-1
SO_2543	SO_2543	1	1	1	SO_2543	1	1	1	1	1	1	1	1.7	1.7	1.7	51.799	460	460	0	7.5689	1.7	0	0	1				426	569	True	596	938	1716	1716			-1
SO_2559	SO_2559	1	1	1	SO_2559	1	1	1	1	1	1	1	2.9	2.9	2.9	26.935	242	242	0	5.8897	2.9	237570	237570	1				427	206	True	213	301	539	539			-1
SO_2567	SO_2567	2	2	2	SO_2567	1	2	2	2	2	2	2	12.2	12.2	12.2	17.832	164	164	0	22.712	12.2	558000	558000	2				428	793;794	True;True	831;832	1277;1278	2315;2316	2315;2316			-1
SO_2569	SO_2569	1	1	1	SO_2569	1	1	1	1	1	1	1	13.2	13.2	13.2	12.313	106	106	0	17.112	13.2	1497400	1497400	3				429	539	True	566	903;904	1669;1670;1671	1670			-1
SO_2570	SO_2570	1	1	1	SO_2570	1	1	1	1	1	1	1	2.9	2.9	2.9	67.532	592	592	0	9.5582	2.9	338200	338200	1				430	985	True	1029	1569	2962	2962			-1
